run,tag,transitions,millions,value,wall_time_unix
fixed,policy/mean_abs,19660800,19.6608,0.14184407889842987,1790234074.1978865
fixed,policy/mean_abs,20889600,20.8896,0.14587105810642242,1790234174.8688369
fixed,policy/optimizer_steps,12288,0.012288,3.0,1790232461.8056116
fixed,policy/optimizer_steps,1228800,1.2288,3.0,1790232561.959939
fixed,policy/optimizer_steps,2457600,2.4576,3.0,1790232664.2583604
fixed,policy/optimizer_steps,3686400,3.6864,3.0,1790232767.6889122
fixed,policy/optimizer_steps,4915200,4.9152,3.0,1790232872.511293
fixed,policy/optimizer_steps,6144000,6.144,2.0,1790232972.4231317
fixed,policy/optimizer_steps,7372800,7.3728,2.0,1790233072.2106261
fixed,policy/optimizer_steps,8601600,8.6016,2.0,1790233169.3485794
fixed,policy/optimizer_steps,9830400,9.8304,2.0,1790233270.1717257
fixed,policy/optimizer_steps,11059200,11.0592,2.0,1790233371.019833
fixed,policy/optimizer_steps,12288000,12.288,2.0,1790233471.7211037
fixed,policy/optimizer_steps,13516800,13.5168,2.0,1790233570.6604729
fixed,policy/optimizer_steps,14745600,14.7456,2.0,1790233673.0580525
fixed,policy/optimizer_steps,15974400,15.9744,2.0,1790233775.0684872
fixed,policy/optimizer_steps,17203200,17.2032,3.0,1790233876.4434361
fixed,policy/optimizer_steps,18432000,18.432,2.0,1790233976.8974228
fixed,policy/optimizer_steps,19660800,19.6608,2.0,1790234074.1944048
fixed,policy/optimizer_steps,20889600,20.8896,2.0,1790234174.865729
fixed,policy/rejected_kl,12288,0.012288,0.0,1790232461.8054726
fixed,policy/rejected_kl,1228800,1.2288,0.0,1790232561.9596598
fixed,policy/rejected_kl,2457600,2.4576,0.0,1790232664.258131
fixed,policy/rejected_kl,3686400,3.6864,0.0,1790232767.6886637
fixed,policy/rejected_kl,4915200,4.9152,0.0,1790232872.5110455
fixed,policy/rejected_kl,6144000,6.144,0.03813207149505615,1790232972.4228532
fixed,policy/rejected_kl,7372800,7.3728,0.039649248123168945,1790233072.2103992
fixed,policy/rejected_kl,8601600,8.6016,0.03448202833533287,1790233169.348344
fixed,policy/rejected_kl,9830400,9.8304,0.03565940260887146,1790233270.1714704
fixed,policy/rejected_kl,11059200,11.0592,0.03742378577589989,1790233371.0195298
fixed,policy/rejected_kl,12288000,12.288,0.0360521599650383,1790233471.7208803
fixed,policy/rejected_kl,13516800,13.5168,0.044458381831645966,1790233570.660206
fixed,policy/rejected_kl,14745600,14.7456,0.037657104432582855,1790233673.0578291
fixed,policy/rejected_kl,15974400,15.9744,0.03493198752403259,1790233775.0682664
fixed,policy/rejected_kl,17203200,17.2032,0.0,1790233876.4431865
fixed,policy/rejected_kl,18432000,18.432,0.042917098850011826,1790233976.8971567
fixed,policy/rejected_kl,19660800,19.6608,0.04369356483221054,1790234074.1941454
fixed,policy/rejected_kl,20889600,20.8896,0.04868616908788681,1790234174.865427
fixed,reward/imitation_angles,12288,0.012288,0.032980166375637054,1790232461.8120174
fixed,reward/imitation_angles,1228800,1.2288,0.026603130623698235,1790232561.9664242
fixed,reward/imitation_angles,2457600,2.4576,0.018155280500650406,1790232664.264296
fixed,reward/imitation_angles,3686400,3.6864,0.006990254856646061,1790232767.6956913
fixed,reward/imitation_angles,4915200,4.9152,0.0036845910362899303,1790232872.5172853
fixed,reward/imitation_angles,6144000,6.144,0.0027542593888938427,1790232972.4289224
fixed,reward/imitation_angles,7372800,7.3728,0.002422397956252098,1790233072.2164128
fixed,reward/imitation_angles,8601600,8.6016,0.0020970955956727266,1790233169.3546717
fixed,reward/imitation_angles,9830400,9.8304,0.0018407788593322039,1790233270.1782737
fixed,reward/imitation_angles,11059200,11.0592,0.0016371178207919002,1790233371.0257938
fixed,reward/imitation_angles,12288000,12.288,0.0014025098644196987,1790233471.7277033
fixed,reward/imitation_angles,13516800,13.5168,0.001365280826576054,1790233570.6709476
fixed,reward/imitation_angles,14745600,14.7456,0.0012751572066918015,1790233673.0639222
fixed,reward/imitation_angles,15974400,15.9744,0.001211050315760076,1790233775.0743887
fixed,reward/imitation_angles,17203200,17.2032,0.0011503109708428383,1790233876.44979
fixed,reward/imitation_angles,18432000,18.432,0.001030552084557712,1790233976.9058356
fixed,reward/imitation_angles,19660800,19.6608,0.001062958501279354,1790234074.2009668
fixed,reward/imitation_angles,20889600,20.8896,0.001042200718075037,1790234174.8719049
fixed,reward/imitation_foot,12288,0.012288,0.026817038655281067,1790232461.8121614
fixed,reward/imitation_foot,1228800,1.2288,0.016623513773083687,1790232561.9665911
fixed,reward/imitation_foot,2457600,2.4576,0.008240546099841595,1790232664.264445
fixed,reward/imitation_foot,3686400,3.6864,0.001866325386799872,1790232767.6958437
fixed,reward/imitation_foot,4915200,4.9152,0.0011011933675035834,1790232872.5174572
fixed,reward/imitation_foot,6144000,6.144,0.000824440736323595,1790232972.4290657
fixed,reward/imitation_foot,7372800,7.3728,0.000875282334163785,1790233072.2165554
fixed,reward/imitation_foot,8601600,8.6016,0.0008339064661413431,1790233169.3548198
fixed,reward/imitation_foot,9830400,9.8304,0.0008049914031289518,1790233270.1784182
fixed,reward/imitation_foot,11059200,11.0592,0.0007784281624481082,1790233371.0259442
fixed,reward/imitation_foot,12288000,12.288,0.0006527694640681148,1790233471.7278495
fixed,reward/imitation_foot,13516800,13.5168,0.000731565582100302,1790233570.671092
fixed,reward/imitation_foot,14745600,14.7456,0.0007268527406267822,1790233673.064068
fixed,reward/imitation_foot,15974400,15.9744,0.0007239777478389442,1790233775.0745356
fixed,reward/imitation_foot,17203200,17.2032,0.0007162598776631057,1790233876.4499397
fixed,reward/imitation_foot,18432000,18.432,0.0006056192214600742,1790233976.905998
fixed,reward/imitation_foot,19660800,19.6608,0.0006952842813916504,1790234074.201114
fixed,reward/imitation_foot,20889600,20.8896,0.0007011636043898761,1790234174.872048
fixed,reward/imitation_quat,12288,0.012288,0.009967382997274399,1790232461.8123665
fixed,reward/imitation_quat,1228800,1.2288,0.008806571364402771,1790232561.9668405
fixed,reward/imitation_quat,2457600,2.4576,0.009372481144964695,1790232664.2645915
fixed,reward/imitation_quat,3686400,3.6864,0.009580457583069801,1790232767.6960702
fixed,reward/imitation_quat,4915200,4.9152,0.009646257385611534,1790232872.5176024
fixed,reward/imitation_quat,6144000,6.144,0.00967439915984869,1790232972.429264
fixed,reward/imitation_quat,7372800,7.3728,0.009698892012238503,1790233072.216685
fixed,reward/imitation_quat,8601600,8.6016,0.009709532372653484,1790233169.3550386
fixed,reward/imitation_quat,9830400,9.8304,0.009719179011881351,1790233270.1786647
fixed,reward/imitation_quat,11059200,11.0592,0.009728399105370045,1790233371.0260797
fixed,reward/imitation_quat,12288000,12.288,0.009734016843140125,1790233471.728078
fixed,reward/imitation_quat,13516800,13.5168,0.00974447000771761,1790233570.6713297
fixed,reward/imitation_quat,14745600,14.7456,0.00974972266703844,1790233673.0642
fixed,reward/imitation_quat,15974400,15.9744,0.009753333404660225,1790233775.0746663
fixed,reward/imitation_quat,17203200,17.2032,0.009756837971508503,1790233876.450177
fixed,reward/imitation_quat,18432000,18.432,0.009756381623446941,1790233976.906142
fixed,reward/imitation_quat,19660800,19.6608,0.009760770946741104,1790234074.2013197
fixed,reward/imitation_quat,20889600,20.8896,0.009761820547282696,1790234174.872178
fixed,reward/tracking_ang,12288,0.012288,0.017656687647104263,1790232461.8128195
fixed,reward/tracking_ang,1228800,1.2288,0.017183026298880577,1790232561.9673722
fixed,reward/tracking_ang,2457600,2.4576,0.0162661075592041,1790232664.2651176
fixed,reward/tracking_ang,3686400,3.6864,0.015924876555800438,1790232767.6965675
fixed,reward/tracking_ang,4915200,4.9152,0.018441712483763695,1790232872.518091
fixed,reward/tracking_ang,6144000,6.144,0.020820334553718567,1790232972.4297357
fixed,reward/tracking_ang,7372800,7.3728,0.022160297259688377,1790233072.2171144
fixed,reward/tracking_ang,8601600,8.6016,0.02244991436600685,1790233169.3555021
fixed,reward/tracking_ang,9830400,9.8304,0.022611357271671295,1790233270.1791165
fixed,reward/tracking_ang,11059200,11.0592,0.022626278921961784,1790233371.0265262
fixed,reward/tracking_ang,12288000,12.288,0.02285860665142536,1790233471.728596
fixed,reward/tracking_ang,13516800,13.5168,0.023084301501512527,1790233570.6718073
fixed,reward/tracking_ang,14745600,14.7456,0.02301125042140484,1790233673.0646353
fixed,reward/tracking_ang,15974400,15.9744,0.022544225677847862,1790233775.075101
fixed,reward/tracking_ang,17203200,17.2032,0.022819191217422485,1790233876.450665
fixed,reward/tracking_ang,18432000,18.432,0.023052886128425598,1790233976.906617
fixed,reward/tracking_ang,19660800,19.6608,0.022385314106941223,1790234074.2017925
fixed,reward/tracking_ang,20889600,20.8896,0.02275695465505123,1790234174.8724356
fixed,reward/tracking_lin,12288,0.012288,0.027179054915905,1790232461.8125927
fixed,reward/tracking_lin,1228800,1.2288,0.030470969155430794,1790232561.967113
fixed,reward/tracking_lin,2457600,2.4576,0.029317045584321022,1790232664.2648573
fixed,reward/tracking_lin,3686400,3.6864,0.028917882591485977,1790232767.6963196
fixed,reward/tracking_lin,4915200,4.9152,0.02880488522350788,1790232872.5178592
fixed,reward/tracking_lin,6144000,6.144,0.028854673728346825,1790232972.4295044
fixed,reward/tracking_lin,7372800,7.3728,0.028375588357448578,1790233072.2169015
fixed,reward/tracking_lin,8601600,8.6016,0.02877587080001831,1790233169.3552794
fixed,reward/tracking_lin,9830400,9.8304,0.02877025306224823,1790233270.1788938
fixed,reward/tracking_lin,11059200,11.0592,0.028744520619511604,1790233371.0263076
fixed,reward/tracking_lin,12288000,12.288,0.028702761977910995,1790233471.728339
fixed,reward/tracking_lin,13516800,13.5168,0.028480632230639458,1790233570.6715686
fixed,reward/tracking_lin,14745600,14.7456,0.028272638097405434,1790233673.064418
fixed,reward/tracking_lin,15974400,15.9744,0.028813092038035393,1790233775.074883
fixed,reward/tracking_lin,17203200,17.2032,0.028645550832152367,1790233876.4504223
fixed,reward/tracking_lin,18432000,18.432,0.028566261753439903,1790233976.906381
fixed,reward/tracking_lin,19660800,19.6608,0.028826065361499786,1790234074.201569
fixed,reward/tracking_lin,20889600,20.8896,0.028807705268263817,1790234174.872308
fixed,snn/spike_rate_l1,12288,0.012288,0.021415075287222862,1790232461.8082447
fixed,snn/spike_rate_l1,1228800,1.2288,0.09140417724847794,1790232561.9624648
fixed,snn/spike_rate_l1,2457600,2.4576,0.11176029592752457,1790232664.260882
fixed,snn/spike_rate_l1,3686400,3.6864,0.12745018303394318,1790232767.692237
fixed,snn/spike_rate_l1,4915200,4.9152,0.1362398862838745,1790232872.5137568
fixed,snn/spike_rate_l1,6144000,6.144,0.14487315714359283,1790232972.4256322
fixed,snn/spike_rate_l1,7372800,7.3728,0.15337638556957245,1790233072.2130919
fixed,snn/spike_rate_l1,8601600,8.6016,0.1615791916847229,1790233169.351209
fixed,snn/spike_rate_l1,9830400,9.8304,0.1693464070558548,1790233270.1745574
fixed,snn/spike_rate_l1,11059200,11.0592,0.17654047906398773,1790233371.0223994
fixed,snn/spike_rate_l1,12288000,12.288,0.18316829204559326,1790233471.723816
fixed,snn/spike_rate_l1,13516800,13.5168,0.18850013613700867,1790233570.6671977
fixed,snn/spike_rate_l1,14745600,14.7456,0.19433799386024475,1790233673.0603492
fixed,snn/spike_rate_l1,15974400,15.9744,0.1990182101726532,1790233775.0709481
fixed,snn/spike_rate_l1,17203200,17.2032,0.2034982144832611,1790233876.4462516
fixed,snn/spike_rate_l1,18432000,18.432,0.2077144980430603,1790233976.9024093
fixed,snn/spike_rate_l1,19660800,19.6608,0.21136248111724854,1790234074.1972513
fixed,snn/spike_rate_l1,20889600,20.8896,0.21511545777320862,1790234174.868185
fixed,snn/spike_rate_l2,12288,0.012288,0.00041166943265125155,1790232461.8084762
fixed,snn/spike_rate_l2,1228800,1.2288,0.04716262221336365,1790232561.962707
fixed,snn/spike_rate_l2,2457600,2.4576,0.06653714925050735,1790232664.2611206
fixed,snn/spike_rate_l2,3686400,3.6864,0.08112127333879471,1790232767.6924853
fixed,snn/spike_rate_l2,4915200,4.9152,0.08950682729482651,1790232872.5139892
fixed,snn/spike_rate_l2,6144000,6.144,0.09832192957401276,1790232972.4258666
fixed,snn/spike_rate_l2,7372800,7.3728,0.10688581317663193,1790233072.2132761
fixed,snn/spike_rate_l2,8601600,8.6016,0.11506593227386475,1790233169.3513975
fixed,snn/spike_rate_l2,9830400,9.8304,0.12267060577869415,1790233270.174743
fixed,snn/spike_rate_l2,11059200,11.0592,0.12944810092449188,1790233371.0225894
fixed,snn/spike_rate_l2,12288000,12.288,0.13579434156417847,1790233471.7240741
fixed,snn/spike_rate_l2,13516800,13.5168,0.14101798832416534,1790233570.667465
fixed,snn/spike_rate_l2,14745600,14.7456,0.14651721715927124,1790233673.0605836
fixed,snn/spike_rate_l2,15974400,15.9744,0.1511152982711792,1790233775.0711844
fixed,snn/spike_rate_l2,17203200,17.2032,0.1554853469133377,1790233876.4464579
fixed,snn/spike_rate_l2,18432000,18.432,0.15966808795928955,1790233976.9026709
fixed,snn/spike_rate_l2,19660800,19.6608,0.1636868566274643,1790234074.1974673
fixed,snn/spike_rate_l2,20889600,20.8896,0.16748985648155212,1790234174.8684251
fixed,snn/spike_rate_l3,12288,0.012288,0.0,1790232461.8086593
fixed,snn/spike_rate_l3,1228800,1.2288,0.007829022593796253,1790232561.9628909
fixed,snn/spike_rate_l3,2457600,2.4576,0.015358404256403446,1790232664.261303
fixed,snn/spike_rate_l3,3686400,3.6864,0.02252914197742939,1790232767.6927028
fixed,snn/spike_rate_l3,4915200,4.9152,0.027057448402047157,1790232872.5141695
fixed,snn/spike_rate_l3,6144000,6.144,0.03198733553290367,1790232972.4260478
fixed,snn/spike_rate_l3,7372800,7.3728,0.03698458895087242,1790233072.2135272
fixed,snn/spike_rate_l3,8601600,8.6016,0.041854847222566605,1790233169.3516228
fixed,snn/spike_rate_l3,9830400,9.8304,0.04646492004394531,1790233270.1749837
fixed,snn/spike_rate_l3,11059200,11.0592,0.05064556747674942,1790233371.022814
fixed,snn/spike_rate_l3,12288000,12.288,0.054560936987400055,1790233471.7242603
fixed,snn/spike_rate_l3,13516800,13.5168,0.05780702084302902,1790233570.667653
fixed,snn/spike_rate_l3,14745600,14.7456,0.0612027645111084,1790233673.060768
fixed,snn/spike_rate_l3,15974400,15.9744,0.06405465304851532,1790233775.071375
fixed,snn/spike_rate_l3,17203200,17.2032,0.06675281375646591,1790233876.446709
fixed,snn/spike_rate_l3,18432000,18.432,0.06929440051317215,1790233976.902877
fixed,snn/spike_rate_l3,19660800,19.6608,0.07169153541326523,1790234074.1977212
fixed,snn/spike_rate_l3,20889600,20.8896,0.0739590972661972,1790234174.8686175
fixed,test/min_survival,12288,0.012288,1.0,1790232461.8059661
fixed,test/min_survival,1228800,1.2288,1.0,1790232561.9601731
fixed,test/min_survival,2457600,2.4576,1.0,1790232664.258587
fixed,test/min_survival,3686400,3.6864,1.0,1790232767.6891618
fixed,test/min_survival,4915200,4.9152,1.0,1790232872.511579
fixed,test/min_survival,6144000,6.144,1.0,1790232972.4233665
fixed,test/min_survival,7372800,7.3728,1.0,1790233072.2108479
fixed,test/min_survival,8601600,8.6016,1.0,1790233169.3488054
fixed,test/min_survival,9830400,9.8304,1.0,1790233270.171986
fixed,test/min_survival,11059200,11.0592,1.0,1790233371.02012
fixed,test/min_survival,12288000,12.288,1.0,1790233471.7213247
fixed,test/min_survival,13516800,13.5168,1.0,1790233570.6607473
fixed,test/min_survival,14745600,14.7456,1.0,1790233673.0582733
fixed,test/min_survival,15974400,15.9744,1.0,1790233775.068706
fixed,test/min_survival,17203200,17.2032,1.0,1790233876.4436817
fixed,test/min_survival,18432000,18.432,1.0,1790233976.8976843
fixed,test/min_survival,19660800,19.6608,1.0,1790234074.1946936
fixed,test/min_survival,20889600,20.8896,1.0,1790234174.8660047
fixed,test/min_tracking,12288,0.012288,0.0,1790232461.8062139
fixed,test/min_tracking,1228800,1.2288,0.0,1790232561.9604046
fixed,test/min_tracking,2457600,2.4576,0.0,1790232664.2588089
fixed,test/min_tracking,3686400,3.6864,0.0,1790232767.6894183
fixed,test/min_tracking,4915200,4.9152,0.0,1790232872.5118148
fixed,test/min_tracking,6144000,6.144,0.0,1790232972.4235911
fixed,test/min_tracking,7372800,7.3728,0.0,1790233072.2110693
fixed,test/min_tracking,8601600,8.6016,0.0,1790233169.3490257
fixed,test/min_tracking,9830400,9.8304,0.0,1790233270.1722455
fixed,test/min_tracking,11059200,11.0592,0.0,1790233371.0203547
fixed,test/min_tracking,12288000,12.288,0.0,1790233471.7215908
fixed,test/min_tracking,13516800,13.5168,0.0,1790233570.6610274
fixed,test/min_tracking,14745600,14.7456,0.0,1790233673.058491
fixed,test/min_tracking,15974400,15.9744,0.0,1790233775.0689256
fixed,test/min_tracking,17203200,17.2032,0.0,1790233876.4439268
fixed,test/min_tracking,18432000,18.432,0.0,1790233976.8979416
fixed,test/min_tracking,19660800,19.6608,0.0,1790234074.1949584
fixed,test/min_tracking,20889600,20.8896,0.0,1790234174.8662457
fixed,test/前進,12288,0.012288,25.0,1790232461.80947
fixed,test/前進,1228800,1.2288,25.0,1790232561.9638546
fixed,test/前進,2457600,2.4576,25.0,1790232664.2623227
fixed,test/前進,3686400,3.6864,25.0,1790232767.6936245
fixed,test/前進,4915200,4.9152,25.0,1790232872.5152128
fixed,test/前進,6144000,6.144,25.0,1790232972.4270148
fixed,test/前進,7372800,7.3728,25.0,1790233072.214477
fixed,test/前進,8601600,8.6016,25.0,1790233169.3525307
fixed,test/前進,9830400,9.8304,25.100000381469727,1790233270.1760302
fixed,test/前進,11059200,11.0592,25.100000381469727,1790233371.0235748
fixed,test/前進,12288000,12.288,25.0,1790233471.7251048
fixed,test/前進,13516800,13.5168,25.100000381469727,1790233570.6689487
fixed,test/前進,14745600,14.7456,25.0,1790233673.0617101
fixed,test/前進,15974400,15.9744,25.0,1790233775.0721421
fixed,test/前進,17203200,17.2032,25.100000381469727,1790233876.4476638
fixed,test/前進,18432000,18.432,25.100000381469727,1790233976.903667
fixed,test/前進,19660800,19.6608,25.100000381469727,1790234074.1986606
fixed,test/前進,20889600,20.8896,25.0,1790234174.8695042
fixed,test/前進_survival,12288,0.012288,1.0,1790232461.809626
fixed,test/前進_survival,1228800,1.2288,1.0,1790232561.964041
fixed,test/前進_survival,2457600,2.4576,1.0,1790232664.2624834
fixed,test/前進_survival,3686400,3.6864,1.0,1790232767.6937964
fixed,test/前進_survival,4915200,4.9152,1.0,1790232872.515364
fixed,test/前進_survival,6144000,6.144,1.0,1790232972.427169
fixed,test/前進_survival,7372800,7.3728,1.0,1790233072.2146273
fixed,test/前進_survival,8601600,8.6016,1.0,1790233169.3526835
fixed,test/前進_survival,9830400,9.8304,1.0,1790233270.1761804
fixed,test/前進_survival,11059200,11.0592,1.0,1790233371.0237296
fixed,test/前進_survival,12288000,12.288,1.0,1790233471.7252574
fixed,test/前進_survival,13516800,13.5168,1.0,1790233570.6691062
fixed,test/前進_survival,14745600,14.7456,1.0,1790233673.0618632
fixed,test/前進_survival,15974400,15.9744,1.0,1790233775.072294
fixed,test/前進_survival,17203200,17.2032,1.0,1790233876.4478176
fixed,test/前進_survival,18432000,18.432,1.0,1790233976.9038408
fixed,test/前進_survival,19660800,19.6608,1.0,1790234074.198811
fixed,test/前進_survival,20889600,20.8896,1.0,1790234174.8696585
fixed,test/前進_tracking,12288,0.012288,0.0,1790232461.8097634
fixed,test/前進_tracking,1228800,1.2288,0.0,1790232561.9642045
fixed,test/前進_tracking,2457600,2.4576,0.0,1790232664.2626245
fixed,test/前進_tracking,3686400,3.6864,0.0,1790232767.6939452
fixed,test/前進_tracking,4915200,4.9152,0.0,1790232872.5154984
fixed,test/前進_tracking,6144000,6.144,0.0,1790232972.4273057
fixed,test/前進_tracking,7372800,7.3728,0.0,1790233072.2147593
fixed,test/前進_tracking,8601600,8.6016,0.0,1790233169.3528197
fixed,test/前進_tracking,9830400,9.8304,0.0,1790233270.1763175
fixed,test/前進_tracking,11059200,11.0592,0.0,1790233371.0238657
fixed,test/前進_tracking,12288000,12.288,0.0,1790233471.7254064
fixed,test/前進_tracking,13516800,13.5168,0.0,1790233570.6692429
fixed,test/前進_tracking,14745600,14.7456,0.0,1790233673.0619984
fixed,test/前進_tracking,15974400,15.9744,0.0,1790233775.0724297
fixed,test/前進_tracking,17203200,17.2032,0.0,1790233876.4479554
fixed,test/前進_tracking,18432000,18.432,0.0,1790233976.9039943
fixed,test/前進_tracking,19660800,19.6608,0.0,1790234074.1989446
fixed,test/前進_tracking,20889600,20.8896,0.0,1790234174.8697913
fixed,test/左旋回,12288,0.012288,25.700000762939453,1790232461.8111153
fixed,test/左旋回,1228800,1.2288,25.700000762939453,1790232561.9654343
fixed,test/左旋回,2457600,2.4576,25.700000762939453,1790232664.263545
fixed,test/左旋回,3686400,3.6864,25.700000762939453,1790232767.694906
fixed,test/左旋回,4915200,4.9152,25.700000762939453,1790232872.5164285
fixed,test/左旋回,6144000,6.144,25.700000762939453,1790232972.4282126
fixed,test/左旋回,7372800,7.3728,25.700000762939453,1790233072.2156563
fixed,test/左旋回,8601600,8.6016,25.700000762939453,1790233169.3537967
fixed,test/左旋回,9830400,9.8304,25.700000762939453,1790233270.177317
fixed,test/左旋回,11059200,11.0592,25.700000762939453,1790233371.02494
fixed,test/左旋回,12288000,12.288,25.700000762939453,1790233471.7268145
fixed,test/左旋回,13516800,13.5168,25.700000762939453,1790233570.6701791
fixed,test/左旋回,14745600,14.7456,25.700000762939453,1790233673.0630815
fixed,test/左旋回,15974400,15.9744,25.700000762939453,1790233775.0735328
fixed,test/左旋回,17203200,17.2032,25.700000762939453,1790233876.4488745
fixed,test/左旋回,18432000,18.432,25.700000762939453,1790233976.905014
fixed,test/左旋回,19660800,19.6608,25.700000762939453,1790234074.1999586
fixed,test/左旋回,20889600,20.8896,25.700000762939453,1790234174.8707645
fixed,test/左旋回_survival,12288,0.012288,1.0,1790232461.8114064
fixed,test/左旋回_survival,1228800,1.2288,1.0,1790232561.9657211
fixed,test/左旋回_survival,2457600,2.4576,1.0,1790232664.2636735
fixed,test/左旋回_survival,3686400,3.6864,1.0,1790232767.6950407
fixed,test/左旋回_survival,4915200,4.9152,1.0,1790232872.5166452
fixed,test/左旋回_survival,6144000,6.144,1.0,1790232972.42834
fixed,test/左旋回_survival,7372800,7.3728,1.0,1790233072.2157824
fixed,test/左旋回_survival,8601600,8.6016,1.0,1790233169.3540275
fixed,test/左旋回_survival,9830400,9.8304,1.0,1790233270.1775897
fixed,test/左旋回_survival,11059200,11.0592,1.0,1790233371.0251548
fixed,test/左旋回_survival,12288000,12.288,1.0,1790233471.7270327
fixed,test/左旋回_survival,13516800,13.5168,1.0,1790233570.670304
fixed,test/左旋回_survival,14745600,14.7456,1.0,1790233673.0632994
fixed,test/左旋回_survival,15974400,15.9744,1.0,1790233775.0737545
fixed,test/左旋回_survival,17203200,17.2032,1.0,1790233876.4491212
fixed,test/左旋回_survival,18432000,18.432,1.0,1790233976.9051557
fixed,test/左旋回_survival,19660800,19.6608,1.0,1790234074.2002623
fixed,test/左旋回_survival,20889600,20.8896,1.0,1790234174.8709834
fixed,test/左旋回_tracking,12288,0.012288,0.0,1790232461.8116417
fixed,test/左旋回_tracking,1228800,1.2288,0.0,1790232561.9659922
fixed,test/左旋回_tracking,2457600,2.4576,0.0,1790232664.2638705
fixed,test/左旋回_tracking,3686400,3.6864,0.0,1790232767.6952562
fixed,test/左旋回_tracking,4915200,4.9152,0.0013820528984069824,1790232872.5168679
fixed,test/左旋回_tracking,6144000,6.144,0.0006802678108215332,1790232972.428552
fixed,test/左旋回_tracking,7372800,7.3728,0.0,1790233072.215998
fixed,test/左旋回_tracking,8601600,8.6016,0.0,1790233169.3542914
fixed,test/左旋回_tracking,9830400,9.8304,0.0,1790233270.177863
fixed,test/左旋回_tracking,11059200,11.0592,4.172325134277344e-07,1790233371.0253668
fixed,test/左旋回_tracking,12288000,12.288,0.00045996904373168945,1790233471.7272725
fixed,test/左旋回_tracking,13516800,13.5168,0.0006400942802429199,1790233570.670534
fixed,test/左旋回_tracking,14745600,14.7456,0.001368403434753418,1790233673.0635152
fixed,test/左旋回_tracking,15974400,15.9744,0.0,1790233775.0739713
fixed,test/左旋回_tracking,17203200,17.2032,0.0006818175315856934,1790233876.4493694
fixed,test/左旋回_tracking,18432000,18.432,0.0007365942001342773,1790233976.905369
fixed,test/左旋回_tracking,19660800,19.6608,0.0004202127456665039,1790234074.200535
fixed,test/左旋回_tracking,20889600,20.8896,0.0,1790234174.871197
fixed,test/左移動,12288,0.012288,25.100000381469727,1790232461.810286
fixed,test/左移動,1228800,1.2288,25.0,1790232561.9648447
fixed,test/左移動,2457600,2.4576,25.0,1790232664.263156
fixed,test/左移動,3686400,3.6864,25.0,1790232767.6944997
fixed,test/左移動,4915200,4.9152,25.0,1790232872.516034
fixed,test/左移動,6144000,6.144,25.0,1790232972.427828
fixed,test/左移動,7372800,7.3728,25.100000381469727,1790233072.2152724
fixed,test/左移動,8601600,8.6016,25.0,1790233169.3533306
fixed,test/左移動,9830400,9.8304,25.0,1790233270.1768293
fixed,test/左移動,11059200,11.0592,25.100000381469727,1790233371.0243843
fixed,test/左移動,12288000,12.288,25.100000381469727,1790233471.7261496
fixed,test/左移動,13516800,13.5168,25.0,1790233570.6697986
fixed,test/左移動,14745600,14.7456,25.0,1790233673.0625162
fixed,test/左移動,15974400,15.9744,25.0,1790233775.0729492
fixed,test/左移動,17203200,17.2032,25.0,1790233876.4484835
fixed,test/左移動,18432000,18.432,25.0,1790233976.9045851
fixed,test/左移動,19660800,19.6608,25.0,1790234074.1994553
fixed,test/左移動,20889600,20.8896,25.0,1790234174.8703036
fixed,test/左移動_survival,12288,0.012288,1.0,1790232461.8105183
fixed,test/左移動_survival,1228800,1.2288,1.0,1790232561.965002
fixed,test/左移動_survival,2457600,2.4576,1.0,1790232664.2632866
fixed,test/左移動_survival,3686400,3.6864,1.0,1790232767.6946342
fixed,test/左移動_survival,4915200,4.9152,1.0,1790232872.5161667
fixed,test/左移動_survival,6144000,6.144,1.0,1790232972.4279566
fixed,test/左移動_survival,7372800,7.3728,1.0,1790233072.215401
fixed,test/左移動_survival,8601600,8.6016,1.0,1790233169.3535058
fixed,test/左移動_survival,9830400,9.8304,1.0,1790233270.176956
fixed,test/左移動_survival,11059200,11.0592,1.0,1790233371.0245123
fixed,test/左移動_survival,12288000,12.288,1.0,1790233471.7263741
fixed,test/左移動_survival,13516800,13.5168,1.0,1790233570.6699266
fixed,test/左移動_survival,14745600,14.7456,1.0,1790233673.062644
fixed,test/左移動_survival,15974400,15.9744,1.0,1790233775.0730774
fixed,test/左移動_survival,17203200,17.2032,1.0,1790233876.4486165
fixed,test/左移動_survival,18432000,18.432,1.0,1790233976.9047277
fixed,test/左移動_survival,19660800,19.6608,1.0,1790234074.199584
fixed,test/左移動_survival,20889600,20.8896,1.0,1790234174.8704326
fixed,test/左移動_tracking,12288,0.012288,0.001193404197692871,1790232461.8108296
fixed,test/左移動_tracking,1228800,1.2288,0.00026684999465942383,1790232561.9651568
fixed,test/左移動_tracking,2457600,2.4576,0.0,1790232664.2634158
fixed,test/左移動_tracking,3686400,3.6864,0.0006142258644104004,1790232767.6947713
fixed,test/左移動_tracking,4915200,4.9152,0.0006340146064758301,1790232872.516299
fixed,test/左移動_tracking,6144000,6.144,0.00014913082122802734,1790232972.4280841
fixed,test/左移動_tracking,7372800,7.3728,0.0,1790233072.215529
fixed,test/左移動_tracking,8601600,8.6016,0.0,1790233169.3536625
fixed,test/左移動_tracking,9830400,9.8304,0.00015425682067871094,1790233270.177082
